"work_year","job_title","job_category","salary_currency","salary","salary_in_usd","employee_residence","experience_level","employment_type","work_setting","company_location","company_size"
"2023","Research Scientist","Data Science and Research","USD","100000","100000","United States","Entry-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","145000","145000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","125000","125000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","150000","150000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","97750","97750","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","201000","201000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","122000","122000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","252000","252000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","129000","129000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","120000","120000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","75000","75000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","116990","116990","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","82920","82920","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Scientist","Machine Learning and AI","USD","200000","200000","United States","Mid-level","Full-time","In-person","United States","S"
"2023","Machine Learning Scientist","Machine Learning and AI","USD","125000","125000","United States","Mid-level","Full-time","In-person","United States","S"
"2023","Data Scientist","Data Science and Research","USD","201000","201000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","122000","122000","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","204500","204500","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","142200","142200","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Manager","Leadership and Management","USD","155000","155000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Manager","Leadership and Management","USD","140000","140000","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Infrastructure Engineer","Machine Learning and AI","USD","205920","205920","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Machine Learning Infrastructure Engineer","Machine Learning and AI","USD","171600","171600","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","121500","121500","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","78000","78000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","154000","154000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","116000","116000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","190000","190000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","136000","136000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","GBP","65000","79976","United Kingdom","Mid-level","Full-time","Remote","United Kingdom","M"
"2023","Data Analyst","Data Analysis","GBP","36050","44356","United Kingdom","Mid-level","Full-time","Remote","United Kingdom","M"
"2023","Data Analyst","Data Analysis","USD","180000","180000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","110000","110000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","275300","275300","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","183000","183000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","170000","170000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","140000","140000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","154000","154000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","116000","116000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","160000","160000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","130000","130000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","200000","200000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","120000","120000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","175000","175000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","160000","160000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","GBP","105000","129192","United Kingdom","Mid-level","Full-time","In-person","United Kingdom","M"
"2023","Data Engineer","Data Engineering","GBP","85000","104584","United Kingdom","Mid-level","Full-time","In-person","United Kingdom","M"
"2023","Data Engineer","Data Engineering","USD","153600","153600","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","106800","106800","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","85000","85000","United States","Entry-level","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","75000","75000","United States","Entry-level","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","225000","225000","United States","Senior","Full-time","In-person","United States","M"
